State,District,Subdistrict,City,City_Regiotype,Pincode,Locality,Sublocality,Sublocality_ID,Competition_Store,Key_Categories,Key_Brands
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition3,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition4,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Competition3,Mens  Formals,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,Competition5,E-Com Brands,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Competition2,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Poes Garden,362,Competition3,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Competition1,Mens  Formals,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,Competition3,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Competition3,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition5,Personal Accessories,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Competition1,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Competition4,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,MIG Colony,77,Competition5,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,MIG Colony,77,Competition3,E-Com Brands,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Competition1,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Competition4,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Competition4,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition4,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Demonte Colony,672,Competition1,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Competition3,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition1,E-Com Brands,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition5,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Competition4,Mens  Formals,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition1,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Competition2,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition1,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition4,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Sankarapuram,838,Competition2,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition1,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition1,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition5,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition2,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition5,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Competition3,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Competition4,Mens  Formals,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Competition4,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Competition2,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Competition2,Mens  Formals,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Competition1,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Competition4,Personal Accessories,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Kasturi Estate,372,Competition3,Mens  Formals,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Venus Colony,363,Competition1,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Competition4,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Lubdhi Colony,371,Competition1,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Sriram Colony,667,Competition1,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,CIT Colony,852,Competition3,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Sriram Colony,667,Competition5,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition3,E-Com Brands,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Sriram Colony,667,Competition4,Personal Accessories,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition4,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Competition5,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Sriram Colony,667,Competition5,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition4,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition3,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition5,Mens  Formals,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition1,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Competition2,Personal Accessories,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Abhiramapuram,SBI Colony,665,Competition5,Mens  Formals,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Competition5,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Vidya Thirtha Nagar,666,Competition4,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition5,E-Com Brands,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition4,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Quil Thoppu,848,Competition2,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition1,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Santhome,725,Competition3,Personal Accessories,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block C,728,Competition1,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition2,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block L,727,Competition1,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Competition1,E-Com Brands,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Competition4,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Competition1,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Thiru Vi Ka Kudiyiruppu,366,Competition4,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Competition4,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Competition4,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Rostrevor Garden,368,Competition3,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Subbarayan Nagar,367,Competition4,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition1,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Teynampet,360,Competition4,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Seethammal Extension,364,Competition1,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Seethammal Extension,364,Competition4,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Competition2,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Sri Ram Nagar,78,Competition2,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Competition5,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition5,Mens  Formals,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Alwarpet,Austin Nagar,79,Competition1,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition4,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition2,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Nandanam,Nandanam,1083,Competition4,E-Com Brands,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Thideer Nagar,415,Competition1,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Competition5,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Competition4,Mens  Formals,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Competition1,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Competition2,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,CIT Colony,852,Competition2,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,CIT Colony,852,Competition2,Personal Accessories,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition5,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Anandapuram Puram,668,Competition4,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition3,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition2,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition1,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition2,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Competition5,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition1,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition5,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition1,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition5,BTL Fashion & Active Sports,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Competition1,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Competition1,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Competition3,Personal Accessories,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,May Flower Garden,407,Competition3,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Competition3,E-Com Brands,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Competition5,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition4,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition2,Personal Accessories,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,East Abhiramapuram,670,Competition4,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Narasimhapuram,671,Competition2,Mens  Formals,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Narasimhapuram,671,Competition2,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Competition4,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition5,Mens  Formals,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Competition2,E-Com Brands,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Competition1,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition4,BTL Fashion & Active Sports,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition3,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,May Flower Garden,407,Competition5,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Competition3,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kamaraj Nagar,410,Competition5,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,KVB Garden,412,Competition2,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Competition3,Mens  Formals,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Competition4,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Competition3,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Santhome,Dummingkuppam,111,Competition1,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Santhome,725,Competition5,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Quil Thoppu,848,Competition5,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Santhome,725,Competition4,E-Com Brands,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block AT,714,Competition5,E-Com Brands,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Competition4,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block AT,714,Competition2,Mens  Formals,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Competition5,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Competition3,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Competition1,Personal Accessories,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Sankarapuram,838,Competition1,E-Com Brands,PIERRE CARDIN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition5,E-Com Brands,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,Competition2,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition1,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition2,Mens  Formals,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition1,BTL Fashion & Active Sports,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition5,BTL Fashion & Active Sports,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Competition2,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Competition2,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Santhome,Dummingkuppam,111,Competition5,BTL Fashion & Active Sports,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Foreshore Estate,708,Competition3,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Foreshore Estate,708,Competition4,Personal Accessories,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition2,BTL Fashion & Active Sports,MEXX
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Sankarapuram,838,Competition4,Personal Accessories,VAN HEUSEN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Competition3,Mens  Formals,ALLEN SOLLY
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Competition5,BTL Fashion & Active Sports,BEING HUMAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Competition5,E-Com Brands,BLACKBERRYS
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Competition5,Personal Accessories,TITAN
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Competition2,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Parkview Enclave,3024,Competition4,Mens  Formals,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Parkview Enclave,3024,Competition2,Personal Accessories,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Anand Nagar,3133,Competition4,Personal Accessories,PIERRE CARDIN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Anand Nagar,3133,Competition4,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,New Bowenpally,3136,Competition1,Personal Accessories,VAN HEUSEN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,Competition1,Mens  Formals,BEING HUMAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,Competition1,BTL Fashion & Active Sports,TITAN
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,Competition2,Personal Accessories,MEXX
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Tar Bund,3020,Competition5,Mens  Formals,BLACKBERRYS
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,Competition3,BTL Fashion & Active Sports,MEXX
