State,District,Subdistrict,City,City_Regiotype,Pincode,Locality,Sublocality,Sublocality_ID,Building_Type
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,South Kesavaperumalpuram,417,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Teynampet,Parthasarathypuram,365,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,CIT Colony,852,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,CIT Colony,852,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Anandapuram Puram,668,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600018,Abhiramapuram,Abhiramapuram,664,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Govindaswamy Nagar,419,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,May Flower Garden,407,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Krisknapuri,411,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Bishop Garden,406,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,East Abhiramapuram,670,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Narasimhapuram,671,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Abhiramapuram,Narasimhapuram,671,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Trustpakkam,110,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Mandavelli,Mandavelli,109,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,May Flower Garden,407,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Ramakrishna Nagar,408,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Kamaraj Nagar,410,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,KVB Garden,412,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Annai Sathya Nagar,420,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Santhome,Dummingkuppam,111,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Santhome,725,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Quil Thoppu,848,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Santhome,725,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block AT,714,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Block AT,714,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Srinivasa Puram,Srinivasa Puram,113,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Sankarapuram,838,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Villas
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Raja Annamalai Puram,405,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Less than 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,State Bank of India Colony,416,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Santhome,Dummingkuppam,111,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Foreshore Estate,708,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Foreshore Estate,Foreshore Estate,708,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Apartment
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600004,Mylapore,Sankarapuram,838,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Mandavelipakkam,418,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,Karpagam Avenue,413,More then 5 years old
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Private Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Govt Constructed
TAMILNADU,Chennai,Area not under any Sub-district,Chennai,Suburbs,600028,Raja Annamalai Puram,MRC Nagar,414,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Parkview Enclave,3024,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Parkview Enclave,3024,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Anand Nagar,3133,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Anand Nagar,3133,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,New Bowenpally,3136,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Tar Bund,3020,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Napier Lines,3132,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Tar Bund,3020,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Parkview Enclave,3024,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,"SAIL Employees Colony, SAIL Colony",3053,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Manovikas Nagar,3140,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,Icrisat Colony,3139,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Tar Bund,3020,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Manovikas Nagar,3140,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Madhupala Enclave, Manovikas Nagar",3055,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500011,Bowenpally,"Sri Sai Apartment, SBI Colony",3051,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Manovikas Nagar,3140,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kiran Enclave,3138,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kiran Enclave,3138,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Sikh Village,3191,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Kummu Gutta,3146,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Radha Swamy Colony,3049,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,Radha Swamy Colony,3049,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Jupiter Colony, Radha Swamy Colony",3048,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Bowenpally,"Rail Enclave, Radha Swamy Colony",3050,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vahini nagar,3046,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"AWHO Colony, Vahini nagar",3047,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Sitaram Nagar,3080,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Wahab Nagar,3212,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Mudfort,3148,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Gun Rock Enclave,Gun Rock Enclave,3192,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,P & T Colony,3058,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Sri Ram Enclave, P & T Colony",3147,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,P & T Colony,3058,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,R & D Colony,3015,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Hyderabad Asbestos Staff Colony,3081,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Sri Ram Enclave, P & T Colony",3147,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500026,West Marredpally,Picket,3026,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kousalya Enclave,3025,Govt Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Surya nagar,3045,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vasavi Nagar,3118,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,R & D Colony,3015,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Gruhalaxmi Colony,3074,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,More then 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Vikampuri,3141,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500015,Trimulgherry,Hanuman Temple Complex,3035,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,"Balaji Colony, Dad Enclave",3073,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Dad Enclave,3116,Villas
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,New Vasavi Nagar,3117,Less than 5 years old
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Joyti Colony,3115,Apartment
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Kakaguda,3142,Private Constructed
ANDHRA PRADESH,Hyderabad,Tirumalagiri,Secunderabad Cantt. Board,Outskirts,500009,Karkhana,Brooke Bond Colony,3036,Apartment
